set,lvl,start,end,diff,ptcp,accuracy
2,2,119700,120137,3.28571428571429,2,0
2,3,122258,122768,3.83458646616541,2,0
2,4,124885,125325,3.30827067669173,2,0
2,5,127124,127615,3.69172932330827,2,0
2,6,133402,133855,3.40601503759398,2,0
2,7,135919,136355,3.2781954887218,2,0
2,8,138140,138595,3.42105263157895,2,0
2,9,140293,140731,3.29323308270677,2,0
2,10,142770,143220,3.38345864661654,2,0
2,11,145450,145948,3.74436090225564,2,0
2,12,147699,148131,3.24812030075188,2,0
2,13,149894,150342,3.36842105263158,2,0
2,14,152114,152563,3.37593984962406,2,0
2,15,154439,154871,3.24812030075188,2,0
2,16,156623,157069,3.35338345864662,2,0
2,17,158966,159397,3.2406015037594,2,0
2,18,161097,161534,3.28571428571429,2,0
2,19,165809,166238,3.22556390977444,2,0
2,20,168097,168528,3.2406015037594,2,0
2,21,170691,171125,3.26315789473684,2,0
2,22,173441,173939,3.74436090225564,2,0
2,23,177701,178175,3.56390977443609,2,0
2,25,190800,191229,3.22556390977444,2,0
2,26,194758,195332,4.31578947368421,2,0
2,27,197045,197665,4.66165413533835,2,0
2,28,199525,200278,5.66165413533835,2,1
2,29,204951,205499,4.1203007518797,2,0
2,30,207525,207976,3.39097744360902,2,0
2,31,209775,210211,3.2781954887218,2,0
2,32,211995,212467,3.54887218045113,2,0
2,33,214230,214741,3.84210526315789,2,0
2,34,216368,217109,5.57142857142857,2,0
3,0,221725,222178,3.40601503759398,2,0
3,1,224119,224547,3.21804511278195,2,0
3,2,226252,226681,3.22556390977444,2,0
3,3,228475,228899,3.18796992481203,2,0
3,4,230598,231028,3.23308270676692,2,0
3,5,232797,233251,3.41353383458647,2,0
3,6,235010,235440,3.23308270676692,2,0
3,9,243133,243587,3.41353383458647,2,0
3,10,245451,245884,3.25563909774436,2,0
3,11,247613,248040,3.21052631578947,2,0
3,14,261574,262029,3.42105263157895,2,0
3,15,264764,265193,3.22556390977444,2,0
3,16,266903,267325,3.17293233082707,2,0
3,17,268938,269368,3.23308270676692,2,0
3,18,271197,271661,3.48872180451128,2,0
3,19,273887,274358,3.54135338345865,2,0
3,20,276165,276587,3.17293233082707,2,0
3,21,278216,278645,3.22556390977444,2,0
3,22,280941,281369,3.21804511278195,2,0
3,23,283371,283804,3.25563909774436,2,0
3,24,289279,289706,3.21052631578947,2,0
3,25,291623,292052,3.22556390977444,2,0
3,26,293840,294269,3.22556390977444,2,0
3,27,295993,296437,3.33834586466165,2,0
3,28,298099,298533,3.26315789473684,2,0
3,29,300727,301161,3.26315789473684,2,0
3,30,303538,303968,3.23308270676692,2,1
3,31,305761,306191,3.23308270676692,2,0
3,32,307935,308418,3.63157894736842,2,0
3,33,314663,315092,3.22556390977444,2,0
3,34,317129,317567,3.29323308270677,2,0
1,0,3575,4066,3.69172932330827,1,0
1,1,5983,6460,3.58646616541353,1,0
1,2,9971,10420,3.37593984962406,1,0
1,3,12405,12976,4.29323308270677,1,0
1,4,15409,16008,4.50375939849624,1,0
1,5,18291,18750,3.45112781954887,1,0
1,6,20819,21300,3.61654135338346,1,0
1,7,23661,24106,3.34586466165414,1,0
1,8,26116,26540,3.18796992481203,1,0
1,10,NaN,35205,NaN,1,0
1,11,37501,37968,3.51127819548872,1,0
1,12,40430,40927,3.73684210526316,1,0
1,13,43359,43811,3.3984962406015,1,0
1,14,45878,46302,3.18796992481203,1,0
1,15,48080,48520,3.30827067669173,1,0
1,16,50899,51336,3.28571428571429,1,1
1,17,NaN,53925,NaN,1,0
1,18,58403,58859,3.42857142857143,1,0
1,19,61724,62155,3.2406015037594,1,0
1,20,64366,64805,3.30075187969925,1,0
1,21,66675,67106,3.2406015037594,1,0
1,22,69897,70343,3.35338345864662,1,0
1,23,72445,72882,3.28571428571429,1,0
1,24,82204,82712,3.81954887218045,1,0
1,25,84576,85033,3.43609022556391,1,0
1,26,87238,87708,3.53383458646617,1,1
1,27,NaN,91866,NaN,1,0
1,28,94226,94662,3.2781954887218,1,0
1,29,96364,96808,3.33834586466165,1,0
1,30,98503,98990,3.66165413533835,1,0
1,31,100713,101156,3.33082706766917,1,0
1,32,102893,103359,3.50375939849624,1,1
1,33,NaN,105785,NaN,1,0
1,34,108097,108541,3.33834586466165,1,1
2,0,117566,117995,3.22556390977444,1,0
2,1,121280,121729,3.37593984962406,1,1
2,2,NaN,123849,NaN,1,0
2,3,126178,126609,3.2406015037594,1,0
2,4,128375,128816,3.31578947368421,1,0
2,5,130828,131263,3.27067669172932,1,0
2,6,133132,133561,3.22556390977444,1,0
2,7,135372,135806,3.26315789473684,1,0
2,8,137464,137890,3.20300751879699,1,0
2,9,140893,141327,3.26315789473684,1,0
2,10,143113,143544,3.2406015037594,1,0
2,11,145369,145806,3.28571428571429,1,0
2,12,147590,148024,3.26315789473684,1,0
2,13,150787,151214,3.21052631578947,1,0
2,14,153115,153550,3.27067669172932,1,0
2,15,156017,156450,3.25563909774436,1,0
2,16,158639,159073,3.26315789473684,1,0
2,17,161268,161698,3.23308270676692,1,0
2,18,163504,163941,3.28571428571429,1,0
2,19,165717,166151,3.26315789473684,1,0
2,20,168160,168589,3.22556390977444,1,0
2,21,171004,171467,3.4812030075188,1,1
2,22,NaN,175360,NaN,1,0
2,23,177591,178019,3.21804511278195,1,0
2,24,180576,181002,3.20300751879699,1,0
2,25,182777,183210,3.25563909774436,1,0
2,26,185078,185517,3.30075187969925,1,0
2,27,188200,188631,3.2406015037594,1,0
2,28,190747,191191,3.33834586466165,1,0
2,29,193601,194030,3.22556390977444,1,0
2,30,196128,196560,3.24812030075188,1,0
2,31,198614,199044,3.23308270676692,1,0
2,32,201861,202294,3.25563909774436,1,0
2,33,204403,204838,3.27067669172932,1,0
2,34,206794,207231,3.28571428571429,1,0
3,0,211640,212083,3.33082706766917,1,0
3,1,213708,214154,3.35338345864662,1,0
3,2,216757,217197,3.30827067669173,1,0
3,3,219004,219437,3.25563909774436,1,0
3,4,NaN,221905,NaN,1,0
3,5,223663,224113,3.38345864661654,1,0
3,6,226248,226680,3.24812030075188,1,0
3,7,228844,229274,3.23308270676692,1,0
3,8,231863,232301,3.29323308270677,1,0
3,9,233969,234396,3.21052631578947,1,0
3,10,NaN,237286,NaN,1,0
3,11,239766,240214,3.36842105263158,1,0
3,12,242636,243063,3.21052631578947,1,0
3,13,244778,245215,3.28571428571429,1,0
3,14,248309,248738,3.22556390977444,1,0
3,15,NaN,254199,NaN,1,0
3,16,256268,256699,3.2406015037594,1,0
3,17,258475,258911,3.2781954887218,1,0
3,18,260855,261288,3.25563909774436,1,0
3,19,263777,264201,3.18796992481203,1,0
3,20,266172,266618,3.35338345864662,1,0
3,21,268367,268807,3.30827067669173,1,0
3,22,270601,271035,3.26315789473684,1,0
3,23,273032,273463,3.2406015037594,1,0
3,24,275462,275909,3.3609022556391,1,0
3,25,278125,278562,3.28571428571429,1,0
3,26,280740,281169,3.22556390977444,1,0
3,27,283687,284122,3.27067669172932,1,0
3,28,286330,286762,3.24812030075188,1,0
3,29,288811,289245,3.26315789473684,1,0
3,30,291012,291442,3.23308270676692,1,0
3,31,293057,293488,3.2406015037594,1,0
3,32,295267,295706,3.30075187969925,1,0
3,33,297373,297810,3.28571428571429,1,0
3,34,300058,300498,3.30827067669173,1,0
